,Distance,Player,Hole,P_avg,H_avg,Constant,Error
114,291.5371736872273,Player 45,Hole 24,-6.532505944392145,12.048960016449273,295,-8.97928038482979
115,315.87265345180106,Player 46,Hole 7,-6.599680054331648,17.607068061007787,295,9.865265445124919
116,291.49377070004414,Player 30,Hole 49,-1.531832336830913,6.900999396612672,295,-8.875396359737623
117,292.4283435416128,Player 26,Hole 29,-0.6320362935149602,10.65922530500419,295,-12.59884546987652
118,306.78053943414375,Player 41,Hole 26,-5.1932610746555055,11.710123348617927,295,5.263677160181322
119,305.4827219525166,Player 25,Hole 38,-0.29459728378061223,8.61170432594373,295,2.165614910353502
120,314.0474016974362,Player 44,Hole 25,-6.365905076218101,11.949345080225129,295,13.463961693429212
121,315.2999019405696,Player 25,Hole 15,-0.29459728378061223,14.314571628649514,295,6.279927595700688
122,318.33794509551683,Player 39,Hole 43,-3.9149965088880085,7.77765578967642,295,19.475285814728437
123,299.1347904275254,Player 31,Hole 24,-2.030352830169996,12.048960016449273,295,-5.8838167587538965
124,295.12064208002516,Player 33,Hole 50,-2.154195455956526,6.707237575363312,295,-4.432400039381586
125,293.6054075190961,Player 41,Hole 8,-5.1932610746555055,17.235390229984162,295,-13.436721636232559
126,295.38263568521234,Player 31,Hole 44,-2.030352830169996,7.757517667500612,295,-5.344529152118315
127,297.0005678972831,Player 46,Hole 20,-6.599680054331648,13.46631169175723,295,-4.866063740142515
128,288.9804435241082,Player 34,Hole 26,-2.414394365066406,11.710123348617927,295,-15.31528545944334
129,283.7010633900524,Player 29,Hole 36,-1.4201274802042212,8.736566330173797,295,-18.61537545991718
130,282.1144532769537,Player 46,Hole 53,-6.599680054331648,6.478530384824367,295,-12.764397053538945
131,309.2151038937638,Player 36,Hole 11,-2.639030064671931,15.48866171252053,295,1.3654722459152244
132,302.08739536506573,Player 37,Hole 25,-3.2450071496714425,11.949345080225129,295,-1.61694256548799
133,286.5627878177072,Player 39,Hole 58,-3.9149965088880085,5.26657670315018,295,-9.788792376554957
134,309.51585354738285,Player 48,Hole 66,-11.174185170290416,4.037016767163425,295,21.653021950509807
135,296.9459203044639,Player 42,Hole 45,-5.373515525240844,7.600644510257812,295,-0.2812086805530507
136,315.4024728298365,Player 38,Hole 10,-3.4398556340511304,16.876053609728693,295,6.966274854158931
137,289.53546211877847,Player 47,Hole 48,-8.360809836867077,6.964008475335288,295,-4.067736519689732
138,315.8861607969358,Player 31,Hole 15,-2.030352830169996,14.314571628649514,295,8.601941998456299
139,321.3376086629539,Player 46,Hole 14,-6.599680054331648,14.837089693143234,295,18.10019902414232
140,303.8152732748619,Player 42,Hole 48,-5.373515525240844,6.964008475335288,295,7.224780324767515
141,310.85861458720734,Player 35,Hole 3,-2.5895806212434813,21.200362456978546,295,-2.752167248527731
142,312.51586774320185,Player 41,Hole 26,-5.1932610746555055,11.710123348617927,295,10.999005469239444
143,303.2272779591224,Player 34,Hole 22,-2.414394365066406,12.370797349314874,295,-1.729125025126094
144,300.1750895025699,Player 32,Hole 52,-2.106486827725951,6.507282480538452,295,0.7742938497574591
145,312.66872988446124,Player 39,Hole 40,-3.9149965088880085,8.371282375267834,295,13.212444018081456
146,305.4379057967538,Player 28,Hole 29,-1.057205242419734,10.65922530500419,295,0.8358857341693494
147,296.0952620895383,Player 31,Hole 51,-2.030352830169996,6.674486309200692,295,-3.54887138949238
148,283.62444929652224,Player 36,Hole 42,-2.639030064671931,7.794628177461739,295,-16.53114881626754
149,303.54150926974046,Player 30,Hole 18,-1.531832336830913,14.167532495438287,295,-4.094190888866925
150,304.26122375944277,Player 49,Hole 3,-13.865286351972633,21.200362456978546,295,1.9261476544369023
151,301.90729808960725,Player 45,Hole 44,-6.532505944392145,7.757517667500612,295,5.682286366498745
152,313.01784001470037,Player 38,Hole 59,-3.4398556340511304,5.147422039231633,295,16.31027360951989
153,296.19530163108783,Player 35,Hole 42,-2.5895806212434813,7.794628177461739,295,-4.009745925130396
154,299.7293161871712,Player 29,Hole 20,-1.4201274802042212,13.46631169175723,295,-7.316868024381855
155,284.38483911577475,Player 42,Hole 50,-5.373515525240844,6.707237575363312,295,-11.948882934347722
156,291.91074580711756,Player 40,Hole 44,-4.542251463307521,7.757517667500612,295,-6.304520397075544
157,291.68024122318957,Player 40,Hole 23,-4.542251463307521,12.220038694895907,295,-10.99754600839878
158,278.67511281763285,Player 45,Hole 49,-6.532505944392145,6.900999396612672,295,-16.693380634587708
159,287.79155414764716,Player 29,Hole 47,-1.4201274802042212,7.18678877739361,295,-12.975107149542229
160,329.4310801774208,Player 25,Hole 14,-0.29459728378061223,14.837089693143234,295,19.888587768058198
161,297.5716114353882,Player 37,Hole 25,-3.2450071496714425,11.949345080225129,295,-6.132726495165538
162,292.2301851979646,Player 38,Hole 59,-3.4398556340511304,5.147422039231633,295,-4.477381207215906
163,296.77366506389126,Player 40,Hole 22,-4.542251463307521,12.370797349314874,295,-6.0548808221161
164,285.9719500518662,Player 37,Hole 37,-3.2450071496714425,8.658769472631336,295,-14.441812271093664
165,304.7655423078154,Player 40,Hole 49,-4.542251463307521,6.900999396612672,295,7.406794374510256
166,331.3092583644902,Player 42,Hole 0,-5.373515525240844,31.95879116560027,295,9.723982724130806
167,293.94449114826625,Player 38,Hole 46,-3.4398556340511304,7.255705960148288,295,-4.871359177830911
168,302.2907046626756,Player 29,Hole 26,-1.4201274802042212,11.710123348617927,295,-2.9992912057381527
169,313.2826374106852,Player 44,Hole 33,-6.365905076218101,9.01545393551489,295,15.633088551388452
170,305.95987096545923,Player 41,Hole 2,-5.1932610746555055,21.91553338480974,295,-5.7624013446950295
171,303.0314458383464,Player 40,Hole 28,-4.542251463307521,10.967507901237209,295,1.6061894004167372
172,301.5309670467759,Player 49,Hole 36,-13.865286351972633,8.736566330173797,295,11.6596870685748
173,283.38683439131137,Player 34,Hole 46,-2.414394365066406,7.255705960148288,295,-16.454477203770516
174,314.9164882376557,Player 26,Hole 15,-0.6320362935149602,14.314571628649514,295,6.233952902521133
175,313.5088216681597,Player 36,Hole 16,-2.639030064671931,14.312281069284102,295,6.835570663547545
176,305.4558867106231,Player 29,Hole 15,-1.4201274802042212,14.314571628649514,295,-2.438557437822234
177,308.9931788811287,Player 39,Hole 43,-3.9149965088880085,7.77765578967642,295,10.130519600340302
178,305.16231434878193,Player 29,Hole 63,-1.4201274802042212,4.51661942291933,295,7.065822406066779
179,285.65316377145047,Player 49,Hole 13,-13.865286351972633,15.10331076769356,295,-10.584860644270469
180,289.43686820759956,Player 47,Hole 50,-8.360809836867077,6.707237575363312,295,-3.9095595308966704
181,279.6510788784932,Player 49,Hole 58,-13.865286351972633,5.26657670315018,295,-6.750211472684323
182,322.94079714298914,Player 40,Hole 9,-4.542251463307521,16.98629242604182,295,15.49675618025484
183,315.09552576628306,Player 49,Hole 14,-13.865286351972633,14.837089693143234,295,19.123722425112454
184,299.26439516907254,Player 49,Hole 39,-13.865286351972633,8.511303118159002,295,9.618378402886227
185,317.67473742745364,Player 25,Hole 0,-0.29459728378061223,31.95879116560027,295,-8.989456454365998
186,283.4075163593651,Player 48,Hole 23,-11.174185170290416,12.220038694895907,295,-12.638337165240387
187,288.5780174744805,Player 43,Hole 65,-5.864315395643514,4.0980820426183655,295,-4.655749172494392
188,287.7064836005734,Player 34,Hole 31,-2.414394365066406,9.788993296181394,295,-14.668115330541573
189,328.0524901527626,Player 25,Hole 1,-0.29459728378061223,24.07854999776597,295,9.268537438777255
190,290.0773768799464,Player 46,Hole 62,-6.599680054331648,4.544624629860849,295,-2.8675676955827347
191,314.9476493894002,Player 45,Hole 9,-6.532505944392145,16.98629242604182,295,9.493862907750582
192,312.94172550570386,Player 36,Hole 62,-2.639030064671931,4.544624629860849,295,16.03613094051496
193,320.3811328988177,Player 27,Hole 24,-0.8270816545079758,12.048960016449273,295,14.159254536876437
194,305.25944552771296,Player 27,Hole 36,-0.8270816545079758,8.736566330173797,295,2.349960852047187
195,292.6657016864711,Player 48,Hole 37,-11.174185170290416,8.658769472631336,295,0.18111738413017994
196,303.87698249067785,Player 38,Hole 49,-3.4398556340511304,6.900999396612672,295,5.415838728116279
197,302.487523507782,Player 30,Hole 29,-1.531832336830913,10.65922530500419,295,-1.6398694603913264
198,296.56078306030577,Player 42,Hole 65,-5.373515525240844,4.0980820426183655,295,2.8362165429282324
199,304.6819849942906,Player 33,Hole 52,-2.154195455956526,6.507282480538452,295,5.328897969708707
200,303.54664011975615,Player 33,Hole 19,-2.154195455956526,14.119705585621059,295,-3.418870009908326
201,331.1843515815051,Player 28,Hole 5,-1.057205242419734,19.62442369940922,295,17.61713312451557
202,305.9548478790051,Player 35,Hole 27,-2.5895806212434813,11.145745081356814,295,2.3986834188918005
203,283.56870625575783,Player 49,Hole 46,-13.865286351972633,7.255705960148288,295,-4.821713352417811
204,306.5446462252331,Player 38,Hole 45,-3.4398556340511304,7.600644510257812,295,7.3838573490264405
205,303.3987647187657,Player 40,Hole 17,-4.542251463307521,14.1872936715019,295,-1.2462774894286814
206,301.1422998415684,Player 32,Hole 39,-2.106486827725951,8.511303118159002,295,-0.2625164488646532
207,295.2158653055599,Player 43,Hole 45,-5.864315395643514,7.600644510257812,295,-1.5204638090544564
208,304.42000955603964,Player 42,Hole 41,-5.373515525240844,7.92524915462558,295,6.868275926654896
209,320.9271195285975,Player 28,Hole 51,-1.057205242419734,6.674486309200692,295,20.309838461816515
210,299.69578308962303,Player 25,Hole 55,-0.29459728378061223,6.317961412608311,295,-1.3275810392046596
211,298.27931819984207,Player 48,Hole 66,-11.174185170290416,4.037016767163425,295,10.416486602969046
212,296.308482562138,Player 49,Hole 8,-13.865286351972633,17.235390229984162,295,-2.061621315873485
213,321.0411694137141,Player 29,Hole 22,-1.4201274802042212,12.370797349314874,295,15.090499544603396
214,293.0361837287756,Player 48,Hole 44,-11.174185170290416,7.757517667500612,295,1.4528512315653894
215,291.37543328525436,Player 42,Hole 39,-5.373515525240844,8.511303118159002,295,-6.762354307663773
216,292.0691744638494,Player 45,Hole 18,-6.532505944392145,14.167532495438287,295,-10.565852087196802
217,308.96780564641676,Player 27,Hole 7,-0.8270816545079758,17.607068061007787,295,-2.812180760083052
218,298.3557443689084,Player 25,Hole 63,-0.29459728378061223,4.51661942291933,295,-0.8662777702303369
219,290.4099209586971,Player 29,Hole 15,-1.4201274802042212,14.314571628649514,295,-17.484523189748206
220,294.11784297607784,Player 31,Hole 39,-2.030352830169996,8.511303118159002,295,-7.363107311911168
221,295.16809290436686,Player 28,Hole 6,-1.057205242419734,18.777055941761766,295,-17.55175779497515
222,299.9735493737695,Player 27,Hole 4,-0.8270816545079758,20.660171380349905,295,-14.859540352072383
223,262.402015130277,Player 48,Hole 50,-11.174185170290416,6.707237575363312,295,-28.131037274795908
224,310.0171618377902,Player 42,Hole 17,-5.373515525240844,14.1872936715019,295,6.20338369152917
225,294.6083196214512,Player 25,Hole 34,-0.29459728378061223,8.876367669881514,295,-8.973450764649716
226,316.7098493800556,Player 33,Hole 36,-2.154195455956526,8.736566330173797,295,15.127478505838347
227,306.36601594975525,Player 46,Hole 31,-6.599680054331648,9.788993296181394,295,8.17670270790554
228,296.02968307114736,Player 39,Hole 37,-3.9149965088880085,8.658769472631336,295,-3.7140898925959305
229,301.4067252099011,Player 33,Hole 53,-2.154195455956526,6.478530384824367,295,2.082390281033267
230,284.112347456804,Player 47,Hole 41,-8.360809836867077,7.92524915462558,295,-10.452091860954514
231,315.21498453340956,Player 45,Hole 48,-6.532505944392145,6.964008475335288,295,19.783482002466428
232,292.0195864079264,Player 47,Hole 57,-8.360809836867077,5.75468322278539,295,-0.3742869779919031
233,309.17469586819027,Player 46,Hole 23,-6.599680054331648,12.220038694895907,295,8.554337227626043
234,289.7882816932408,Player 45,Hole 7,-6.532505944392145,17.607068061007787,295,-16.28628042337487
235,275.52264675806697,Player 49,Hole 51,-13.865286351972633,6.674486309200692,295,-12.28655319916105
236,305.4556103978985,Player 48,Hole 9,-11.174185170290416,16.98629242604182,295,4.643503142147077
237,294.6755162294064,Player 32,Hole 4,-2.106486827725951,20.660171380349905,295,-18.878168323217498
238,324.3953972372916,Player 25,Hole 45,-0.29459728378061223,7.600644510257812,295,22.089350010814396
239,307.7881955237149,Player 47,Hole 5,-8.360809836867077,19.62442369940922,295,1.5245816611727705
240,304.22104548713554,Player 26,Hole 51,-0.6320362935149602,6.674486309200692,295,3.1785954714497895
241,316.8914462335204,Player 33,Hole 29,-2.154195455956526,10.65922530500419,295,13.386416384472728
242,286.39958799592665,Player 25,Hole 47,-0.29459728378061223,7.18678877739361,295,-15.49260349768634
243,290.24945244210136,Player 37,Hole 46,-3.2450071496714425,7.255705960148288,295,-8.761246368375495
244,288.64584989557534,Player 38,Hole 59,-3.4398556340511304,5.147422039231633,295,-8.06171650960518
245,301.19530075619684,Player 39,Hole 50,-3.9149965088880085,6.707237575363312,295,3.4030596897215704
246,300.74833561502425,Player 46,Hole 21,-6.599680054331648,13.017182040816914,295,-0.6691663714610346
247,307.9597218168094,Player 35,Hole 21,-2.5895806212434813,13.017182040816914,295,2.5321203972359707
248,288.250679200097,Player 41,Hole 13,-5.1932610746555055,15.10331076769356,295,-16.659370492941072
249,316.46684334235636,Player 46,Hole 7,-6.599680054331648,17.607068061007787,295,10.459455335680204
250,287.0346956909224,Player 34,Hole 49,-2.414394365066406,6.900999396612672,295,-12.451909340623876
251,294.2883850063908,Player 47,Hole 13,-8.360809836867077,15.10331076769356,295,-7.454115924435713
252,309.715250201301,Player 47,Hole 48,-8.360809836867077,6.964008475335288,295,16.112051562832786
253,295.4560340045197,Player 35,Hole 31,-2.5895806212434813,9.788993296181394,295,-6.743378670418194
254,311.3447282035557,Player 26,Hole 27,-0.6320362935149602,11.145745081356814,295,5.8310194157137785
255,294.8565974550714,Player 38,Hole 61,-3.4398556340511304,4.567686607325319,295,-1.2712335182027923
256,291.26702294460233,Player 30,Hole 56,-1.531832336830913,5.971081805947281,295,-8.172226524514032
257,303.54757124057704,Player 38,Hole 41,-3.4398556340511304,7.92524915462558,295,4.062177720002595
258,319.79448832441665,Player 28,Hole 2,-1.057205242419734,21.91553338480974,295,3.936160182026653
259,286.344625986581,Player 48,Hole 30,-11.174185170290416,9.835133228906018,295,-7.316322072034672
260,293.71703410289547,Player 35,Hole 59,-2.5895806212434813,5.147422039231633,295,-3.840807315092664
261,311.37112695883104,Player 33,Hole 3,-2.154195455956526,21.200362456978546,295,-2.6750400421909832
262,286.32153366999233,Player 40,Hole 43,-4.542251463307521,7.77765578967642,295,-11.913870656376558
263,332.2438452697364,Player 33,Hole 9,-2.154195455956526,16.98629242604182,295,22.41174829965118
264,305.4745460793,Player 39,Hole 57,-3.9149965088880085,5.75468322278539,295,8.634859365402605
265,290.91831830898235,Player 48,Hole 14,-11.174185170290416,14.837089693143234,295,-7.744586213870518
266,305.78140269914513,Player 32,Hole 43,-2.106486827725951,7.77765578967642,295,5.110233737194694
267,296.4117725627833,Player 48,Hole 53,-11.174185170290416,6.478530384824367,295,6.107427348249356
268,302.90838363673,Player 38,Hole 37,-3.4398556340511304,8.658769472631336,295,2.689469798149791
269,300.66920568884774,Player 27,Hole 66,-0.8270816545079758,4.037016767163425,295,2.459270576192269
270,306.39005551954574,Player 30,Hole 46,-1.531832336830913,7.255705960148288,295,5.666181896228379
271,285.2062359087723,Player 30,Hole 36,-1.531832336830913,8.736566330173797,295,-16.99849808457056
272,306.2924612165271,Player 36,Hole 30,-2.639030064671931,9.835133228906018,295,4.096358052292992
273,289.5661259797362,Player 25,Hole 39,-0.29459728378061223,8.511303118159002,295,-13.650579854642174
274,290.9249859652505,Player 28,Hole 39,-1.057205242419734,8.511303118159002,295,-11.529111910488721
275,283.9849489502256,Player 36,Hole 32,-2.639030064671931,9.622657455672114,295,-17.998678440774583
276,305.07651844360123,Player 27,Hole 56,-0.8270816545079758,5.971081805947281,295,4.932518292161943
277,280.43791877494687,Player 43,Hole 63,-5.864315395643514,4.51661942291933,295,-13.214385252328967
278,283.131204163869,Player 29,Hole 32,-1.4201274802042212,9.622657455672114,295,-20.071325811598992
279,299.9603289093766,Player 39,Hole 40,-3.9149965088880085,8.371282375267834,295,0.5040430429967674
280,304.2869726330537,Player 44,Hole 15,-6.365905076218101,14.314571628649514,295,1.338306080622298
281,307.6314785994057,Player 32,Hole 45,-2.106486827725951,7.600644510257812,295,7.137320916873828
282,273.16693825620763,Player 48,Hole 45,-11.174185170290416,7.600644510257812,295,-18.259521083759783
283,304.04763486308406,Player 25,Hole 51,-0.29459728378061223,6.674486309200692,295,2.6677458376639485
